video_id,mocap_id,shape_cost,n_common_samples,common_fraction,video_motion_scale,mocap_motion_scale,video_max_step_ratio,row_margin,column_margin,assignment_margin,accepted,rejection_reason,global_linear_rmse,global_linear_max_error,global_similarity_rmse,global_similarity_max_error,global_affine_rmse,global_affine_max_error
6516.0,52875,0.2254824936389923,182,0.6066666666666667,0.04310823604464531,149.81767258304575,504.6340637207031,0.46665695309638977,0.16290420293807983,0.16290420293807983,True,,0.09485331766811964,0.4084426410550413,0.0021785663691608163,0.009104838603507697,0.0021687197177879354,0.008886232880916865
4171.0,796,0.2617216110229492,287,0.9566666666666667,0.5236296057701111,1040.4352677497147,33.744239807128906,0.1009189784526825,0.013689815998077393,0.013689815998077393,False,assignment is ambiguous,,,,,,
2179.0,1697,0.27231183648109436,231,0.77,0.3966100811958313,564.0807712826285,20.543989181518555,0.08963680267333984,0.023680835962295532,0.023680835962295532,False,assignment is ambiguous,,,,,,
1875.0,1218,0.277724027633667,293,0.9766666666666667,0.17708298563957214,0.06482550893421493,63.45384979248047,0.01996171474456787,-0.013763636350631714,-0.013763636350631714,False,assignment is ambiguous,,,,,,
4008.0,14,0.28101491928100586,294,0.98,0.18667803704738617,0.1270077104001349,276.0128479003906,-0.01705452799797058,0.016670823097229004,-0.01705452799797058,False,assignment is ambiguous,,,,,,
712.0,25596,0.2974596917629242,256,0.8533333333333334,0.15143662691116333,89.8279029190997,27.455493927001953,0.060372501611709595,0.006273835897445679,0.006273835897445679,False,assignment is ambiguous,,,,,,
1829.0,23015,0.3095788359642029,265,0.8833333333333333,0.19460926949977875,847.780774851814,412.4372863769531,0.012794941663742065,0.00013887882232666016,0.00013887882232666016,False,assignment is ambiguous,,,,,,
6816.0,25399,0.3546818196773529,258,0.86,0.1778496503829956,50.571482867137505,105.3447265625,0.05011481046676636,0.004759401082992554,0.004759401082992554,False,assignment is ambiguous,,,,,,
3140.0,5950,0.4064292907714844,227,0.7566666666666667,0.1476355791091919,252.58154520387245,297.8320617675781,-0.10603934526443481,0.0005471110343933105,-0.10603934526443481,False,assignment is ambiguous,,,,,,
7191.0,2677,0.41007184982299805,294,0.98,0.23669582605361938,0.08061586697852989,142.23475646972656,-0.04882967472076416,-0.006797224283218384,-0.04882967472076416,False,assignment is ambiguous,,,,,,
5573.0,25572,0.4421972334384918,244,0.8133333333333334,0.3776984214782715,10.331667860093118,35.15065383911133,0.11299744248390198,0.0030137300491333008,0.0030137300491333008,False,assignment is ambiguous,,,,,,
6843.0,3,0.5134848952293396,297,0.99,0.08297688513994217,0.4062148283553088,7417.46484375,-0.21741929650306702,0.07815808057785034,-0.21741929650306702,False,assignment is ambiguous,,,,,,
5864.0,93,0.7358741760253906,265,0.8833333333333333,0.36703094840049744,0.12356097731767526,14.907649993896484,-0.29797977209091187,0.018488287925720215,-0.29797977209091187,False,assignment is ambiguous,,,,,,
2781.0,447,0.7395696043968201,294,0.98,0.09551940113306046,0.049339428390027334,5907.7607421875,-0.41830697655677795,-0.019493579864501953,-0.41830697655677795,False,assignment is ambiguous,,,,,,
,5,,0,0.0,,,,,,,False,no video assignment below unmatched cost,,,,,,
,397,,0,0.0,,,,,,,False,no video assignment below unmatched cost,,,,,,
,2224,,0,0.0,,,,,,,False,no video assignment below unmatched cost,,,,,,
,25699,,0,0.0,,,,,,,False,no video assignment below unmatched cost,,,,,,
,25898,,0,0.0,,,,,,,False,no video assignment below unmatched cost,,,,,,
,26213,,0,0.0,,,,,,,False,no video assignment below unmatched cost,,,,,,
,29284,,0,0.0,,,,,,,False,no video assignment below unmatched cost,,,,,,
,33371,,0,0.0,,,,,,,False,no video assignment below unmatched cost,,,,,,
,34649,,0,0.0,,,,,,,False,no video assignment below unmatched cost,,,,,,
,55090,,0,0.0,,,,,,,False,no video assignment below unmatched cost,,,,,,
,62165,,0,0.0,,,,,,,False,no video assignment below unmatched cost,,,,,,
