pair_index,video_id,mocap_id,time,video_frame,mocap_frame,mocap_x,mocap_y,video_x,video_y
0,2309,46154,2023-03-29 10:32:26.270,6612,2480,2107.39,1440.897,-2.1517804,2.2621896
0,2309,46154,2023-03-29 10:32:27.270,6617,2505,2095.641,1439.905,-2.154539,2.2629538
0,2309,46154,2023-03-29 10:32:28.270,6622,2530,2089.09,1422.157,-2.1644752,2.2606778
0,2309,46154,2023-03-29 10:32:29.269,6627,2555,2101.775,1388.017,-2.1760137,2.2644248
0,2309,46154,2023-03-29 10:32:30.269,6632,2580,2114.447,1372.606,-2.1852229,2.2630012
0,2309,46154,2023-03-29 10:32:31.269,6637,2605,2113.849,1371.796,-2.1915526,2.2631547
0,2309,46154,2023-03-29 10:32:32.269,6642,2630,2141.806,1332.879,-2.1916332,2.2622938
0,2309,46154,2023-03-29 10:32:33.269,6647,2655,2173.607,1292.581,-2.1916332,2.2622938
0,2309,46154,2023-03-29 10:32:34.269,6652,2680,2174.003,1292.234,-2.1915722,2.262262
0,2309,46154,2023-03-29 10:32:35.268,6657,2705,2186.25,1256.642,-2.1965673,2.2681875
0,2309,46154,2023-03-29 10:32:36.268,6662,2730,2187.5,1256.356,-2.1975222,2.276085
0,2309,46154,2023-03-29 10:32:37.268,6667,2755,2187.255,1256.772,-2.1968243,2.276744
0,2309,46154,2023-03-29 10:32:38.268,6672,2780,2187.851,1256.444,-2.1968243,2.276744
0,2309,46154,2023-03-29 10:32:39.268,6677,2805,2188.021,1256.472,-2.1969109,2.279638
0,2309,46154,2023-03-29 10:32:40.267,6682,2830,2187.779,1255.95,-2.197094,2.2794416
0,2309,46154,2023-03-29 10:32:41.267,6687,2855,2187.493,1256.061,-2.1982262,2.2794313
0,2309,46154,2023-03-29 10:32:42.267,6692,2880,2183.218,1257.221,-2.2023356,2.277043
0,2309,46154,2023-03-29 10:32:43.267,6697,2905,2189.326,1241.634,-2.1922243,2.289758
0,2309,46154,2023-03-29 10:32:44.267,6702,2930,2240.167,1188.879,-2.1781032,2.2941341
0,2309,46154,2023-03-29 10:32:45.266,6707,2955,2246.548,1157.105,-2.1781032,2.2941341
0,2309,46154,2023-03-29 10:32:46.266,6712,2980,2246.505,1157.043,-2.1689079,2.2962527
0,2309,46154,2023-03-29 10:32:47.266,6717,3005,2257.507,1104.521,-2.1618772,2.298442
0,2309,46154,2023-03-29 10:32:48.266,6722,3030,2259.747,1096.969,-2.161884,2.298478
0,2309,46154,2023-03-29 10:32:49.266,6727,3055,2261.258,1096.762,-2.1618772,2.298442
0,2309,46154,2023-03-29 10:32:50.265,6732,3080,2260.933,1096.693,-2.1618772,2.298442
0,2309,46154,2023-03-29 10:32:51.265,6737,3105,2261.033,1096.86,-2.1618772,2.298442
0,2309,46154,2023-03-29 10:32:52.265,6742,3130,2261.194,1096.896,-2.161777,2.2984087
0,2309,46154,2023-03-29 10:32:53.265,6747,3155,2260.979,1096.815,-2.161777,2.2984087
0,2309,46154,2023-03-29 10:32:54.265,6752,3180,2260.845,1096.775,-2.1618395,2.2983773
0,2309,46154,2023-03-29 10:32:55.264,6757,3205,2259.744,1096.754,-2.1618395,2.2983773
0,2309,46154,2023-03-29 10:32:56.264,6762,3230,2261.02,1096.946,-2.161777,2.2984087
0,2309,46154,2023-03-29 10:32:57.264,6767,3255,2259.155,1096.487,-2.1617475,2.2984085
