pair_index,video_id,mocap_id,time,video_frame,mocap_frame,mocap_x,mocap_y,video_x,video_y
0,4448,150,2023-03-29 10:36:35.022,7856,6,2120.441,174.869,-1.9008577,2.2576597
0,4448,150,2023-03-29 10:36:36.022,7861,31,2120.426,174.85,-1.9008281,2.2576623
0,4448,150,2023-03-29 10:36:37.022,7866,56,2120.432,174.86,-1.900843,2.258418
0,4448,150,2023-03-29 10:36:39.021,7876,106,2120.52,174.749,-1.9008732,2.2584486
0,4448,150,2023-03-29 10:36:40.021,7881,131,2120.569,174.694,-1.9000692,2.258414
0,4448,150,2023-03-29 10:36:42.021,7891,181,2120.503,174.723,-1.9001329,2.2584457
0,4448,150,2023-03-29 10:36:43.021,7896,206,2120.616,174.517,-1.9008732,2.2584486
0,4448,150,2023-03-29 10:36:45.020,7906,256,2120.629,174.49,-1.900843,2.258418
0,4448,150,2023-03-29 10:36:46.021,7911,281,2120.625,174.497,-1.900843,2.258418
0,4448,150,2023-03-29 10:36:48.020,7921,331,2120.632,174.545,-1.9009033,2.2584789
0,4448,150,2023-03-29 10:36:49.019,7926,356,2120.577,174.591,-1.9009033,2.2584789
0,4448,150,2023-03-29 10:36:51.019,7936,406,2120.521,174.659,-1.9009033,2.2584789
0,4448,150,2023-03-29 10:36:52.019,7941,431,2120.503,174.65,-1.9008732,2.2584486
0,4448,150,2023-03-29 10:36:54.019,7951,481,2120.595,174.56,-1.9015838,2.2584512
0,4448,150,2023-03-29 10:36:55.018,7956,506,2120.787,174.412,-1.9008732,2.2584486
0,4448,150,2023-03-29 10:36:57.018,7966,556,2120.81,174.975,-1.9000158,2.2575548
0,4448,150,2023-03-29 10:36:58.018,7971,581,2120.572,174.586,-1.9008732,2.2584486
0,4448,150,2023-03-29 10:37:00.017,7981,631,2120.694,174.627,-1.9008732,2.2584486
0,4448,150,2023-03-29 10:37:01.017,7986,656,2120.506,174.784,-1.9008732,2.2584486
0,4448,150,2023-03-29 10:37:03.018,7996,706,2120.533,174.811,-1.9008732,2.2584486
0,4448,150,2023-03-29 10:37:04.017,8001,731,2120.583,174.803,-1.9008732,2.2584486
0,4448,150,2023-03-29 10:37:06.016,8011,781,2120.536,174.833,-1.9008732,2.2584486
0,4448,150,2023-03-29 10:37:07.016,8016,806,2120.568,174.82,-1.9008732,2.2584486
0,4448,150,2023-03-29 10:37:09.016,8026,856,2120.581,174.826,-1.9001027,2.2584155
0,4448,150,2023-03-29 10:37:10.015,8031,881,2120.556,174.754,-1.900088,2.2576594
0,4448,150,2023-03-29 10:37:13.015,8046,956,2121.935,175.192,-1.9009182,2.2591743
