epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2
1,87.8005,2.11515,1.57778,0.71078,4.07599,0.01549,41.8716,0.5494,0.37245,0.43405,0.16221,0.6256,0.42177,0.52931,0.29795,2.26303,1.6076,0.67934,2.6102,0.01858,0,0.00036,0.00036,0.00036
